Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media de las mínimas;ESPAÑA PENINSULAR;-0.7;-0.1;-0.2;0.1;0.0;-0.3;1.1;0.7;0.8;0.9;0.7;2.0;0.4
