Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media;LAS PALMAS;-0.3;1.0;-0.2;0.0;1.0;-0.2;-0.5;0.8;-0.1;0.6;0.1;0.5;0.2
Anomalía de la temperatura media;LEON;0.4;1.6;0.9;0.0;0.9;-0.6;1.4;0.7;0.4;1.4;-0.3;1.7;0.7
Anomalía de la temperatura media;LLEIDA;-0.2;2.2;1.1;0.0;-0.9;1.1;1.3;1.1;0.9;1.3;-0.7;2.7;0.8
Anomalía de la temperatura media;LUGO;-0.2;1.9;0.7;0.3;0.9;-1.1;1.0;0.6;0.7;0.9;-0.2;1.3;0.6
Anomalía de la temperatura media;MADRID;0.4;1.6;1.1;-0.3;1.7;0.9;2.0;0.9;0.5;1.2;-0.2;2.3;1.0
Anomalía de la temperatura media;MALAGA;0.6;0.8;0.9;-0.1;2.5;0.0;0.3;0.9;0.6;1.5;-0.5;1.9;0.7
Anomalía de la temperatura media;MELILLA;0.4;0.1;0.4;0.3;1.7;-0.2;0.3;1.0;0.4;0.8;0.2;1.1;0.5
Anomalía de la temperatura media;MURCIA;0.4;0.8;0.2;-0.5;0.8;0.3;1.1;0.9;0.3;1.0;0.2;1.8;0.6
Anomalía de la temperatura media;NAVARRA;0.0;1.8;0.5;0.3;-1.3;1.3;1.5;0.9;0.5;1.3;-0.7;1.7;0.7
Anomalía de la temperatura media;OURENSE;-0.2;1.7;0.9;0.0;1.3;-1.7;1.0;0.2;0.6;0.6;-0.5;1.1;0.4
Anomalía de la temperatura media;PALENCIA;0.3;1.7;0.5;0.0;0.2;0.5;1.3;0.6;0.1;1.3;-0.1;1.7;0.7
Anomalía de la temperatura media;PONTEVEDRA;0.0;1.5;0.8;0.0;1.6;-2.0;0.8;0.0;1.2;0.2;-0.4;1.0;0.4
Anomalía de la temperatura media;SALAMANCA;-0.4;1.4;0.3;-0.3;1.2;-1.1;0.6;0.2;0.0;0.9;-0.1;1.5;0.3
Anomalía de la temperatura media;SANTA CRUZ DE TENERIFE;-0.3;1.4;-0.5;-0.6;1.2;-0.4;-1.4;0.9;-0.3;1.0;0.3;1.1;0.2
Anomalía de la temperatura media;SEGOVIA;-0.3;2.1;1.2;-0.2;0.6;1.0;1.8;1.2;0.2;1.6;-0.3;2.3;0.9
Anomalía de la temperatura media;SEVILLA;0.2;1.3;0.8;-0.3;2.8;-0.8;-0.7;0.9;1.1;1.0;-0.4;2.1;0.6
Anomalía de la temperatura media;SORIA;0.3;2.1;0.8;-0.3;-0.5;0.8;1.4;0.8;0.1;1.6;-0.4;2.3;0.7
Anomalía de la temperatura media;TARRAGONA;-0.4;1.1;1.1;0.1;-0.5;0.3;1.3;0.7;0.8;1.3;-0.2;2.0;0.7
Anomalía de la temperatura media;TERUEL;-0.3;1.8;0.7;-0.5;-0.6;1.2;1.3;1.0;0.3;1.5;-0.4;2.2;0.7
Anomalía de la temperatura media;TOLEDO;0.1;1.3;0.8;-0.5;1.9;0.3;1.4;0.6;0.5;1.4;-0.2;2.2;0.8
Anomalía de la temperatura media;VALENCIA/VALÈNCIA;0.5;1.0;0.8;-0.2;0.5;-0.1;1.1;0.9;0.6;1.4;0.5;2.2;0.8
Anomalía de la temperatura media;VALLADOLID;-0.6;1.4;0.5;-0.1;0.7;0.3;1.5;0.8;0.4;1.4;0.5;1.6;0.7
Anomalía de la temperatura media;ZAMORA;0.0;1.6;0.7;0.0;1.1;-0.7;1.3;0.7;0.6;1.4;0.6;1.6;0.7
Anomalía de la temperatura media;ZARAGOZA;0.1;1.7;0.9;-0.1;-0.8;1.2;1.5;1.0;0.6;1.6;0.3;2.1;0.8
