Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Temperatura media de las máximas;CORDOBA;13.9;17.9;20.6;19.5;28.8;31.1;34.9;35.7;30.3;25.5;15.2;15.4;24.1
Temperatura media de las máximas;CUENCA;11.0;15.0;17.5;15.5;23.7;29.3;33.3;32.1;26.0;21.1;11.0;11.8;20.6
Temperatura media de las máximas;GIPUZKOA;8.4;15.6;15.6;15.9;17.3;23.7;25.3;25.3;23.1;20.2;12.3;13.2;18.0
Temperatura media de las máximas;GIRONA;11.7;15.7;17.5;16.4;19.9;27.4;30.4;30.3;25.6;21.8;14.1;13.8;20.4
Temperatura media de las máximas;GRANADA;11.7;15.0;17.2;16.2;24.8;29.3;33.0;33.1;26.5;22.3;12.5;13.9;21.3
Temperatura media de las máximas;GUADALAJARA;9.6;14.0;16.0;14.2;21.6;28.0;32.1;30.4;24.6;19.6;9.6;10.9;19.2
Temperatura media de las máximas;HUELVA;15.9;18.6;21.6;20.6;28.5;29.0;32.4;34.5;30.6;25.3;17.6;17.5;24.3
Temperatura media de las máximas;HUESCA;8.1;14.2;16.5;15.8;20.7;27.9;31.3;29.9;25.5;20.0;10.5;10.3;19.2
Temperatura media de las máximas;JAEN;12.4;16.8;19.5;18.0;27.3;31.4;35.1;35.0;28.4;24.0;13.2;14.6;23.0
Temperatura media de las máximas;LA RIOJA;8.3;12.8;15.1;14.9;18.7;26.5;28.8;28.6;23.1;19.7;10.6;10.8;18.2
Temperatura media de las máximas;LAS PALMAS;18.9;21.5;20.8;21.3;23.6;24.4;25.9;28.4;26.7;25.6;22.4;20.9;23.4
Temperatura media de las máximas;LEON;8.7;12.2;14.9;13.9;20.2;22.2;27.8;26.7;22.9;17.4;8.8;9.5;17.1
Temperatura media de las máximas;LLEIDA;7.4;14.0;16.4;15.8;20.2;27.6;30.9;29.8;25.3;20.0;11.0;10.4;19.1
Temperatura media de las máximas;LUGO;9.6;14.4;15.4;15.1;19.7;20.2;24.9;24.9;22.5;18.0;11.1;11.4;17.3
Temperatura media de las máximas;MADRID;11.2;14.7;17.5;16.1;24.3;29.0;33.4;31.7;26.2;20.9;11.8;12.2;20.8
Temperatura media de las máximas;MALAGA;14.9;16.2;18.8;19.0;25.9;28.0;31.7;32.2;27.8;24.5;16.2;16.2;22.6
Temperatura media de las máximas;MELILLA;17.4;17.4;19.0;20.7;24.6;25.8;29.0;30.2;27.5;25.0;20.2;18.6;23.0
Temperatura media de las máximas;MURCIA;15.0;17.1;19.1;18.9;25.1;29.8;33.4;33.2;27.3;24.2;17.2;16.1;23.0
Temperatura media de las máximas;NAVARRA;8.3;13.8;15.2;15.8;18.6;27.0;29.1;28.8;24.3;19.8;10.7;11.0;18.5
Temperatura media de las máximas;OURENSE;9.9;13.9;16.6;15.1;21.5;21.2;27.6;26.7;24.3;17.7;10.3;10.7;18.0
Temperatura media de las máximas;PALENCIA;8.7;13.2;15.0;14.8;20.6;25.4;28.9;28.2;23.1;18.4;9.7;9.5;18.0
Temperatura media de las máximas;PONTEVEDRA;12.4;15.7;17.3;16.6;22.0;20.6;26.5;25.6;24.6;18.4;12.8;13.4;18.8
Temperatura media de las máximas;SALAMANCA;9.4;14.3;16.4;15.5;22.9;25.4;30.8;29.9;25.4;19.7;11.2;11.0;19.3
Temperatura media de las máximas;SANTA CRUZ DE TENERIFE;16.4;18.9;17.5;17.6;21.2;21.7;23.7;27.1;24.1;23.2;19.6;18.8;20.8
Temperatura media de las máximas;SEGOVIA;8.0;13.4;15.4;14.0;21.3;26.3;30.5;29.3;23.7;18.9;9.7;10.9;18.4
Temperatura media de las máximas;SEVILLA;15.8;19.1;21.8;21.3;29.6;30.7;33.7;35.7;31.6;26.7;17.7;17.4;25.1
Temperatura media de las máximas;SORIA;8.8;13.6;15.2;13.7;19.7;26.6;30.1;29.4;23.4;19.3;9.1;10.8;18.3
Temperatura media de las máximas;TARRAGONA;11.9;16.3;19.2;18.8;22.8;28.3;32.2;31.2;27.7;23.0;15.6;14.2;21.8
Temperatura media de las máximas;TERUEL;8.5;13.3;15.1;13.8;19.5;26.9;30.4;29.3;23.7;19.7;10.6;11.2;18.5
Temperatura media de las máximas;TOLEDO;12.3;16.1;19.1;18.0;26.6;31.0;35.5;34.2;28.5;23.2;13.5;12.8;22.6
Temperatura media de las máximas;VALENCIA/VALÈNCIA;14.4;16.9;19.3;18.1;23.8;28.5;32.7;32.2;26.9;23.8;16.2;15.4;22.4
Temperatura media de las máximas;VALLADOLID;8.7;14.4;16.6;16.3;23.0;27.4;31.6;30.4;25.3;19.9;11.4;10.2;19.6
Temperatura media de las máximas;ZAMORA;9.5;13.7;16.2;15.8;23.0;25.0;30.6;29.5;25.3;19.4;11.3;10.3;19.1
Temperatura media de las máximas;ZARAGOZA;10.1;15.4;17.9;17.4;22.2;30.1;33.1;32.0;26.7;22.0;13.2;12.1;21.0
