Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Temperatura media de las mínimas;LLEIDA;-2.5;-1.0;0.8;3.4;5.5;11.2;15.0;14.5;10.6;7.3;1.1;1.6;5.6
Temperatura media de las mínimas;LUGO;1.6;2.4;3.4;4.8;6.8;9.5;13.1;12.9;11.3;8.8;5.6;4.0;7.0
Temperatura media de las mínimas;MADRID;-1.0;0.7;3.3;5.3;9.1;13.7;18.4;16.8;13.3;8.9;4.9;3.4;8.1
Temperatura media de las mínimas;MALAGA;5.0;6.1;8.2;8.8;13.4;15.3;18.9;19.7;17.0;13.3;8.9;8.1;11.9
Temperatura media de las mínimas;MELILLA;10.2;10.5;12.5;13.3;17.3;19.1;22.5;24.0;21.4;17.6;14.5;12.9;16.3
Temperatura media de las mínimas;MURCIA;2.9;3.8;5.7;8.2;11.7;15.0;19.4;19.2;16.9;12.3;8.0;6.5;10.8
Temperatura media de las mínimas;NAVARRA;1.0;1.1;2.9;5.4;7.2;12.1;15.6;14.6;11.8;9.4;4.4;3.1;7.4
Temperatura media de las mínimas;OURENSE;-0.5;1.3;2.0;3.8;6.0;8.4;12.4;11.6;9.9;7.7;4.6;2.6;5.8
Temperatura media de las mínimas;PALENCIA;-2.4;-1.5;0.1;2.5;4.4;9.2;12.9;11.8;9.2;6.9;2.9;1.4;4.8
Temperatura media de las mínimas;PONTEVEDRA;2.8;4.2;5.3;6.3;9.0;10.0;13.8;13.5;12.8;10.1;7.3;5.5;8.4
Temperatura media de las mínimas;SALAMANCA;-1.4;0.2;1.5;3.8;6.8;9.6;13.8;13.6;10.6;7.8;4.6;2.4;6.1
Temperatura media de las mínimas;SANTA CRUZ DE TENERIFE;9.3;10.6;10.1;10.3;13.1;14.1;15.9;18.3;16.3;15.8;13.3;11.7;13.2
Temperatura media de las mínimas;SEGOVIA;-1.8;0.3;2.0;3.7;6.0;11.6;15.5;14.7;10.7;8.3;3.5;2.2;6.4
Temperatura media de las mínimas;SEVILLA;3.6;5.5;7.8;9.0;13.7;14.7;18.3;19.2;17.3;12.7;8.9;7.9;11.6
Temperatura media de las mínimas;SORIA;-2.8;-1.9;-0.3;2.2;3.7;9.1;12.8;11.9;8.4;5.8;2.6;0.8;4.4
Temperatura media de las mínimas;TARRAGONA;2.6;3.4;5.7;8.1;10.2;14.9;19.3;19.0;15.8;12.7;6.9;6.2;10.4
Temperatura media de las mínimas;TERUEL;-1.9;-0.3;1.2;3.6;5.7;11.5;15.2;14.6;11.0;8.0;3.1;2.1;6.2
Temperatura media de las mínimas;TOLEDO;-0.7;1.2;4.0;6.2;10.8;14.6;19.1;17.7;14.7;10.2;5.8;4.5;9.0
Temperatura media de las mínimas;VALENCIA/VALÈNCIA;1.8;2.5;4.7;7.5;10.2;13.6;18.1;18.1;16.1;11.4;7.5;6.1;9.8
Temperatura media de las mínimas;VALLADOLID;-2.6;-1.0;0.9;3.5;5.8;10.3;14.4;13.4;10.4;7.9;4.3;2.0;5.8
Temperatura media de las mínimas;ZAMORA;-2.2;-0.6;1.3;3.4;5.6;9.7;13.7;13.2;10.0;7.9;4.3;1.9;5.7
Temperatura media de las mínimas;ZARAGOZA;0.4;1.2;3.4;6.0;8.1;13.4;17.2;16.4;13.0;10.1;5.3;3.6;8.2
