Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Anomalía de la temperatura media de las máximas;ESPAÑA PENINSULAR;0.8;4.3;-0.3;0.1;3.0;-0.5;2.0;0.6;0.4;-0.7;2.0;-0.1;0.9
