Parámetro;periodo de referencia;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Precipitación;1981-2010;ESPAÑA PENINSULAR;62.4;52.1;46.5;64.3;60.0;33.9;17.4;22.7;44.1;76.7;78.8;82.0;640.9
